Age,Ht,TailLn,HairLn,BangLn,Reach,EarLobes,ClassName,ClassID
44.6,152.0,17.7,10.4,5.9,152.4,0,Bhuttan,+1
42.2,148.0,12.4,8.7,7.7,150.3,0,Bhuttan,+1
46.2,157.0,6.6,9.8,5.5,158.5,1,Bhuttan,+1
36.8,140.8,14.5,9.9,5.4,142.9,1,Bhuttan,+1
62.1,149.1,13.7,8.3,5.4,154.6,0,Assam,-1
41.1,143.3,-0.1,10.5,5.2,144.2,1,Bhuttan,+1
41.4,158.6,15.9,6.2,5.2,167.0,1,Assam,-1
32.3,134.9,11.0,11.2,5.7,132.7,1,Bhuttan,+1
26.3,133.1,7.3,8.8,5.3,138.1,0,Bhuttan,+1
38.6,146.5,4.3,9.5,6.2,146.0,1,Bhuttan,+1
51.3,149.1,17.2,7.9,5.6,155.0,1,Assam,-1
55.9,156.5,9.5,8.7,4.4,160.1,1,Bhuttan,+1
32.3,162.5,11.1,8.3,4.9,170.1,0,Assam,-1
36.4,161.2,7.0,8.3,4.6,164.3,1,Bhuttan,+1
41.4,136.1,19.5,6.8,6.1,141.9,1,Assam,-1
39.7,145.4,5.9,12.1,6.6,146.2,1,Bhuttan,+1
43.1,153.2,2.8,9.0,4.0,157.6,1,Bhuttan,+1
55.9,149.2,4.3,8.2,5.1,155.4,0,Assam,-1
34.3,145.5,12.6,10.3,7.9,146.8,1,Bhuttan,+1
73.9,161.1,17.1,8.9,4.9,167.2,0,Bhuttan,+1
40.7,161.8,4.9,9.7,5.3,166.8,1,Bhuttan,+1
51.4,152.3,3.1,7.8,5.6,158.7,0,Assam,-1
58.2,158.2,12.0,9.8,5.0,163.3,0,Assam,-1
42.8,142.1,15.1,13.2,4.9,143.7,0,Bhuttan,+1
38.5,134.2,1.4,7.5,5.9,136.9,0,Bhuttan,+1
39.3,148.7,11.4,9.8,6.4,155.1,1,Bhuttan,+1
46.2,154.9,7.1,6.9,4.6,159.9,0,Assam,-1
35.1,148.6,10.5,11.5,5.0,151.1,1,Bhuttan,+1
68.8,150.0,4.8,9.0,4.5,156.8,0,Assam,-1
44.9,133.2,8.3,14.2,5.1,138.5,0,Bhuttan,+1
41.1,143.5,11.9,9.3,3.5,142.4,1,Bhuttan,+1
30.5,145.0,17.2,8.2,2.3,152.0,1,Assam,-1
42.7,136.5,2.8,8.0,6.9,138.7,0,Bhuttan,+1
45.8,151.3,7.5,7.8,5.0,158.7,0,Assam,-1
44.9,143.4,11.4,12.0,5.4,145.8,1,Bhuttan,+1
24.0,142.3,2.9,6.9,6.2,140.1,1,Bhuttan,+1
28.6,168.2,18.9,9.7,6.2,174.1,1,Assam,-1
45.7,136.0,15.3,8.0,4.5,142.5,1,Assam,-1
36.0,130.4,6.0,11.4,5.3,132.6,1,Bhuttan,+1
42.9,146.2,9.0,6.1,4.6,151.0,0,Assam,-1
35.5,159.2,14.5,7.4,5.0,164.2,0,Assam,-1
59.3,175.2,2.7,11.4,3.9,178.1,0,Assam,-1
49.8,131.5,11.1,9.1,4.6,138.4,1,Assam,-1
36.7,150.5,5.6,11.9,4.9,153.3,1,Bhuttan,+1
33.1,139.0,14.4,8.9,5.6,146.5,0,Assam,-1
29.8,166.4,13.9,10.5,6.1,173.6,0,Assam,-1
46.9,168.0,12.6,8.0,7.0,170.2,0,Bhuttan,+1
49.8,131.5,8.8,10.1,5.3,131.8,0,Bhuttan,+1
35.4,141.2,13.5,9.0,5.4,145.1,0,Assam,-1
60.2,152.1,6.5,10.9,3.0,151.6,0,Bhuttan,+1
43.9,143.7,14.6,11.6,6.0,141.7,1,Bhuttan,+1
47.5,140.6,4.2,10.7,7.0,144.2,1,Bhuttan,+1
36.4,143.2,17.0,7.5,4.1,151.4,1,Assam,-1
76.4,149.8,8.4,9.5,3.6,152.9,1,Assam,-1
47.2,154.7,13.2,8.3,6.8,156.5,1,Bhuttan,+1
52.4,171.2,6.6,11.4,4.4,174.2,1,Bhuttan,+1
47.8,163.4,13.8,7.4,4.4,168.1,0,Assam,-1
42.4,163.3,5.3,11.6,6.7,171.2,0,Assam,-1
62.0,130.3,9.7,5.8,5.0,133.5,0,Assam,-1
36.8,132.7,7.3,7.5,6.8,133.7,0,Bhuttan,+1
28.2,150.7,12.6,8.9,6.3,153.5,1,Bhuttan,+1
46.9,153.1,11.5,8.3,5.4,156.7,0,Assam,-1
47.8,147.4,5.7,11.4,7.5,150.9,1,Bhuttan,+1
56.8,145.0,9.0,10.4,6.8,146.6,0,Bhuttan,+1
27.1,134.2,7.5,12.6,6.5,140.1,1,Bhuttan,+1
43.6,127.9,14.1,7.2,5.8,135.0,1,Assam,-1
55.5,124.3,10.7,6.8,4.8,132.9,1,Assam,-1
46.9,144.3,14.1,8.4,4.2,152.7,0,Assam,-1
37.3,139.4,9.9,7.9,7.0,141.3,0,Bhuttan,+1
29.7,126.8,6.9,10.1,5.8,126.6,1,Bhuttan,+1
38.4,140.4,17.9,10.6,6.7,139.8,1,Bhuttan,+1
53.4,147.7,13.6,10.8,6.8,148.7,1,Bhuttan,+1
50.8,151.2,6.7,6.9,4.5,160.2,0,Assam,-1
38.3,128.1,7.1,7.9,5.5,128.1,0,Bhuttan,+1
53.7,131.3,11.9,6.8,6.4,137.6,1,Assam,-1
32.3,149.1,14.7,10.3,4.6,152.5,0,Assam,-1
36.6,141.3,9.1,7.9,3.6,148.6,0,Assam,-1
38.5,134.8,12.1,9.1,5.1,138.0,1,Assam,-1
54.4,141.9,18.5,7.4,4.9,145.5,1,Assam,-1
33.9,133.8,14.3,8.4,3.6,140.6,1,Assam,-1
56.6,151.9,8.8,12.6,6.0,157.1,1,Bhuttan,+1
51.1,137.0,9.0,7.4,6.3,139.0,0,Bhuttan,+1
23.9,138.6,12.4,9.2,4.8,138.6,1,Bhuttan,+1
24.6,146.4,18.0,13.3,5.5,147.5,0,Bhuttan,+1
55.6,143.6,14.0,7.7,5.2,150.8,0,Assam,-1
45.0,130.5,14.3,9.0,3.8,138.6,1,Assam,-1
50.8,166.6,10.7,9.5,5.2,171.7,0,Assam,-1
34.0,144.4,9.8,9.6,5.8,144.5,1,Bhuttan,+1
55.9,135.5,11.6,11.5,6.7,138.2,0,Bhuttan,+1
39.3,149.9,8.0,9.3,3.8,155.5,0,Assam,-1
21.7,142.5,9.3,4.3,3.2,148.4,0,Assam,-1
46.9,136.2,8.1,12.2,4.1,137.3,0,Bhuttan,+1
41.2,124.8,11.4,10.9,3.0,130.6,1,Assam,-1
52.0,155.1,10.8,8.6,5.7,154.9,1,Bhuttan,+1
36.9,145.6,13.1,5.9,5.6,149.7,1,Bhuttan,+1
54.4,140.3,12.6,6.5,4.9,145.6,0,Assam,-1
54.3,149.6,23.4,12.5,5.5,152.4,0,Bhuttan,+1
41.5,144.4,6.7,11.2,5.5,147.9,1,Bhuttan,+1
46.7,144.8,9.0,10.8,6.5,148.7,1,Bhuttan,+1
42.0,144.7,22.1,8.6,7.1,144.1,0,Bhuttan,+1
66.6,151.0,12.1,9.4,5.2,156.9,0,Assam,-1
43.9,143.0,11.2,10.3,8.3,149.6,1,Bhuttan,+1
49.3,140.1,11.7,8.3,5.7,145.7,0,Assam,-1
32.2,140.8,16.6,8.1,6.2,144.4,1,Bhuttan,+1
62.4,171.4,2.9,8.9,6.3,172.7,1,Bhuttan,+1
54.1,160.6,6.2,8.9,5.3,161.6,1,Bhuttan,+1
44.6,129.6,10.1,7.8,6.3,135.6,1,Assam,-1
54.7,144.4,17.2,9.0,5.0,148.9,1,Assam,-1
61.8,154.2,5.5,4.2,5.2,159.5,0,Assam,-1
50.0,137.0,12.1,10.4,6.5,142.1,0,Bhuttan,+1
35.1,165.4,11.2,8.4,5.0,171.4,0,Assam,-1
22.1,127.3,0.0,9.7,6.0,131.0,1,Bhuttan,+1
43.4,150.3,6.9,9.5,6.4,156.4,0,Assam,-1
50.4,146.9,9.2,6.6,4.5,153.2,0,Assam,-1
56.1,146.9,14.1,7.5,5.9,155.2,0,Assam,-1
47.8,148.9,11.5,6.4,5.1,155.0,0,Assam,-1
34.7,161.1,21.9,13.8,5.7,161.6,0,Bhuttan,+1
47.9,145.8,12.2,8.6,5.8,151.6,1,Bhuttan,+1
38.8,130.3,7.9,6.3,4.5,137.8,0,Assam,-1
26.7,132.1,16.4,8.2,5.5,137.2,1,Assam,-1
30.8,146.4,15.9,7.6,7.4,145.5,0,Bhuttan,+1
43.0,143.2,12.2,8.7,3.7,149.3,0,Assam,-1
61.9,136.1,9.1,8.1,5.3,138.6,1,Assam,-1
19.1,155.8,14.4,5.6,5.9,164.1,0,Assam,-1
38.0,129.0,11.8,5.4,5.3,137.4,0,Assam,-1
45.8,119.0,13.0,5.7,6.3,126.9,1,Assam,-1
34.6,164.3,11.1,12.6,5.8,166.7,1,Bhuttan,+1
40.4,146.3,7.6,12.5,8.2,146.3,1,Bhuttan,+1
69.7,137.0,9.1,6.7,5.3,142.9,1,Assam,-1
34.3,141.9,10.2,8.4,6.4,144.6,1,Bhuttan,+1
50.8,156.0,3.0,7.1,6.2,159.6,0,Assam,-1
43.3,158.4,10.4,6.6,4.7,165.2,0,Assam,-1
32.3,148.5,9.9,7.0,4.1,152.7,0,Assam,-1
42.8,142.3,6.7,11.1,5.3,143.7,1,Bhuttan,+1
35.1,132.8,8.3,8.0,6.2,134.1,0,Bhuttan,+1
34.3,141.7,14.3,12.1,7.7,143.7,0,Bhuttan,+1
58.8,139.7,14.4,8.3,6.8,145.4,0,Assam,-1
48.5,138.0,11.5,8.2,4.9,143.9,0,Assam,-1
54.4,145.2,14.4,10.0,6.9,147.5,0,Bhuttan,+1
30.1,144.1,-2.2,9.0,6.7,143.2,1,Bhuttan,+1
54.3,137.7,1.1,8.0,6.6,138.3,0,Bhuttan,+1
32.9,158.3,5.3,10.4,4.6,166.5,0,Assam,-1
52.2,134.3,14.1,7.8,4.5,140.3,1,Assam,-1
45.5,153.4,11.6,8.9,6.4,156.9,1,Bhuttan,+1
42.3,145.4,11.2,9.9,5.4,147.8,1,Bhuttan,+1
22.6,155.6,16.1,9.3,5.6,160.1,1,Bhuttan,+1
54.5,154.7,18.0,6.3,6.3,158.5,0,Assam,-1
62.8,132.1,16.1,9.9,4.2,136.8,1,Assam,-1
36.7,142.3,15.2,10.4,4.8,145.9,0,Bhuttan,+1
33.4,146.5,17.9,10.1,3.8,150.1,0,Bhuttan,+1
44.8,140.1,11.6,6.9,4.5,142.0,0,Assam,-1
53.6,146.9,16.1,9.1,4.9,152.5,1,Assam,-1
54.0,151.0,8.6,9.9,5.5,152.7,1,Bhuttan,+1
45.8,134.6,8.5,8.8,4.4,135.1,0,Bhuttan,+1
54.1,128.8,8.5,8.8,4.8,136.6,1,Assam,-1
19.3,142.6,18.8,11.5,3.5,147.5,1,Assam,-1
47.4,159.2,6.7,8.0,6.1,164.2,0,Assam,-1
51.1,152.6,19.2,8.3,5.2,160.3,0,Assam,-1
27.2,142.4,14.6,13.3,5.4,142.5,1,Bhuttan,+1
61.7,157.0,18.3,11.8,4.6,164.2,1,Assam,-1
52.7,156.5,4.0,11.2,6.0,157.7,1,Bhuttan,+1
29.9,137.4,5.4,9.6,6.2,137.8,0,Bhuttan,+1
47.9,150.2,8.9,5.5,6.0,158.7,0,Assam,-1
44.6,140.8,6.2,9.0,3.9,142.7,1,Bhuttan,+1
35.6,167.2,6.3,9.7,5.7,170.7,1,Bhuttan,+1
57.1,151.4,15.1,8.6,5.5,156.1,0,Assam,-1
51.2,140.2,12.7,9.2,5.6,148.1,0,Assam,-1
41.8,143.5,6.4,8.8,7.5,144.8,0,Bhuttan,+1
47.5,138.3,1.4,9.3,4.9,143.1,0,Assam,-1
54.1,160.8,12.6,9.3,5.7,163.1,1,Bhuttan,+1
34.6,131.5,5.8,9.2,5.7,132.6,1,Bhuttan,+1
48.6,165.5,14.3,8.4,6.4,170.0,0,Assam,-1
53.8,127.4,7.3,10.8,8.6,130.4,1,Bhuttan,+1
56.8,124.7,13.0,10.3,4.7,132.1,0,Assam,-1
51.1,152.1,15.1,6.5,5.0,158.2,1,Assam,-1
35.9,146.4,11.0,8.1,4.6,146.8,1,Bhuttan,+1
37.2,144.6,11.1,8.2,6.2,148.2,1,Bhuttan,+1
50.2,149.3,7.5,7.0,5.0,154.8,0,Assam,-1
41.6,135.3,15.4,8.7,5.4,140.2,1,Assam,-1
59.2,146.4,12.4,10.4,5.4,152.8,0,Assam,-1
48.3,124.4,11.6,7.8,5.0,130.3,0,Assam,-1
55.8,156.1,12.7,7.0,5.1,158.1,1,Bhuttan,+1
59.0,137.0,9.5,8.1,5.6,143.2,0,Assam,-1
47.8,140.1,8.8,9.9,4.9,148.1,0,Assam,-1
27.8,149.8,20.3,13.5,6.2,151.2,0,Bhuttan,+1
52.4,151.9,20.3,8.2,5.4,153.9,1,Bhuttan,+1
69.9,144.8,11.7,8.1,3.9,153.3,0,Assam,-1
53.2,142.5,12.7,10.0,6.1,143.5,1,Bhuttan,+1
36.7,126.3,10.2,5.8,3.5,129.3,1,Assam,-1
67.3,159.0,14.8,8.6,5.3,165.2,0,Assam,-1
47.9,159.7,14.9,5.5,4.4,166.0,0,Assam,-1
42.0,151.6,11.9,7.7,5.1,155.6,0,Assam,-1
78.2,172.7,12.5,9.7,3.7,178.0,0,Assam,-1
48.1,168.8,14.4,9.4,3.5,176.8,1,Assam,-1
50.2,152.4,-6.9,9.4,5.5,155.2,1,Bhuttan,+1
68.3,148.1,4.2,10.4,7.0,152.1,0,Bhuttan,+1
38.6,150.3,10.0,7.4,6.4,154.6,1,Bhuttan,+1
59.6,146.0,5.9,5.7,3.7,151.6,1,Assam,-1
53.7,122.0,9.1,6.7,5.1,126.6,1,Assam,-1
43.3,122.9,8.8,7.8,6.2,122.7,0,Bhuttan,+1
49.0,153.7,10.6,8.0,5.8,157.7,0,Assam,-1
28.1,132.2,6.6,11.0,7.3,135.6,0,Bhuttan,+1
33.3,166.3,12.6,8.5,4.1,171.2,0,Assam,-1
55.4,159.9,18.4,7.7,4.6,164.7,0,Bhuttan,+1
62.9,138.6,10.2,8.9,5.7,143.6,0,Assam,-1
44.3,154.4,6.1,11.3,6.4,154.9,1,Bhuttan,+1
39.8,155.5,9.0,6.4,4.0,156.4,1,Bhuttan,+1
46.6,124.4,2.2,11.7,6.2,125.4,0,Bhuttan,+1
47.0,136.1,19.0,9.5,5.2,142.8,0,Assam,-1
39.3,150.6,2.5,16.0,7.2,152.5,1,Bhuttan,+1
22.3,131.5,9.8,9.4,5.7,139.2,1,Assam,-1
36.8,142.0,5.8,10.7,6.6,144.5,1,Bhuttan,+1
42.5,138.4,8.9,6.7,7.1,144.4,1,Assam,-1
67.4,155.4,16.1,8.8,4.6,161.9,1,Assam,-1
32.7,149.8,11.5,11.6,6.7,148.8,1,Bhuttan,+1
53.3,149.8,12.4,6.6,4.0,157.2,0,Assam,-1
33.9,143.9,13.3,6.9,6.6,145.9,1,Bhuttan,+1
54.1,139.4,6.2,8.4,5.2,147.6,0,Assam,-1
49.0,147.6,14.0,7.0,5.5,150.6,0,Assam,-1
25.9,156.2,7.3,8.1,4.8,156.9,1,Bhuttan,+1
41.0,134.8,9.9,9.6,3.8,141.0,1,Assam,-1
55.9,157.0,13.1,10.5,6.0,157.7,1,Bhuttan,+1
61.6,151.8,13.5,7.6,4.4,158.7,0,Assam,-1
55.9,162.7,17.6,8.4,5.5,168.7,1,Assam,-1
40.3,142.8,21.3,13.3,5.4,144.2,0,Bhuttan,+1
35.7,147.4,15.9,9.9,6.1,155.8,0,Assam,-1
55.7,153.0,12.5,5.5,5.6,155.8,0,Assam,-1
60.8,144.8,19.5,8.0,5.7,149.1,0,Assam,-1
38.0,139.2,15.5,6.7,7.5,146.7,1,Assam,-1
41.3,139.1,10.9,8.5,5.2,145.1,0,Assam,-1
68.8,160.0,12.5,13.2,5.8,161.2,1,Bhuttan,+1
43.5,138.8,15.7,10.4,4.0,145.4,1,Assam,-1
44.8,138.6,11.3,8.1,4.9,145.7,0,Assam,-1
65.0,157.2,12.4,8.3,5.1,164.8,0,Assam,-1
36.3,150.5,16.7,10.1,4.6,159.0,1,Assam,-1
24.5,138.5,10.9,10.8,7.1,142.6,0,Bhuttan,+1
53.3,166.7,9.2,8.3,5.9,168.3,1,Bhuttan,+1
37.7,155.3,3.0,9.5,5.2,157.8,1,Bhuttan,+1
33.0,133.6,9.0,14.4,5.1,133.5,1,Bhuttan,+1
56.7,148.9,19.7,10.0,5.4,151.3,0,Bhuttan,+1
54.7,154.5,14.9,11.8,5.3,154.0,1,Bhuttan,+1
56.7,157.0,13.3,4.4,6.2,157.7,1,Bhuttan,+1
36.5,151.5,5.2,9.8,4.5,154.5,1,Bhuttan,+1
47.4,147.5,12.7,11.7,6.6,147.4,1,Bhuttan,+1
40.3,155.9,3.6,10.8,7.1,157.6,1,Bhuttan,+1
37.1,155.1,13.8,6.7,6.9,162.3,1,Assam,-1
46.2,148.5,12.0,5.9,4.8,156.7,0,Assam,-1
47.3,141.4,6.8,8.3,6.4,140.8,1,Bhuttan,+1
30.2,129.9,8.0,11.9,5.3,130.7,1,Bhuttan,+1
39.1,138.7,12.0,8.8,6.0,144.8,1,Bhuttan,+1
40.2,135.9,7.9,7.5,5.5,137.3,0,Bhuttan,+1
51.7,144.5,17.1,8.9,5.1,152.3,0,Assam,-1
37.1,160.9,13.3,9.6,5.8,168.8,0,Assam,-1
50.8,135.2,11.0,9.3,6.6,135.5,1,Bhuttan,+1
40.7,153.5,10.2,8.7,4.8,155.2,1,Bhuttan,+1
39.8,126.4,13.0,9.5,5.0,133.1,0,Assam,-1
49.5,138.1,8.9,7.1,5.8,145.7,0,Assam,-1
43.5,130.4,9.8,9.0,4.0,134.5,1,Assam,-1
48.2,122.2,11.6,8.2,5.4,127.5,1,Assam,-1
54.9,132.3,11.3,6.8,4.1,138.9,1,Assam,-1
44.9,136.6,17.0,8.2,5.5,144.1,1,Assam,-1
31.6,126.4,0.7,10.3,6.5,125.6,0,Bhuttan,+1
34.8,152.0,24.8,10.2,6.5,154.1,0,Bhuttan,+1
46.3,148.5,7.3,9.3,5.5,153.6,0,Assam,-1
52.2,146.6,13.7,6.7,5.9,151.8,0,Assam,-1
43.1,161.1,15.0,9.8,5.3,168.4,0,Assam,-1
45.6,149.1,15.7,9.1,4.1,154.9,1,Assam,-1
61.5,158.5,9.1,8.7,5.7,165.2,0,Assam,-1
34.5,158.7,13.3,10.7,5.7,164.2,0,Assam,-1
31.3,137.2,7.6,7.2,4.6,139.9,1,Assam,-1
45.4,153.6,3.5,11.4,5.5,155.5,1,Bhuttan,+1
46.3,138.9,4.9,9.5,6.3,142.1,1,Bhuttan,+1
48.8,149.9,9.7,10.8,6.2,153.5,1,Bhuttan,+1
17.7,152.4,14.8,8.1,5.6,154.9,1,Bhuttan,+1
47.3,129.8,10.9,8.0,4.5,136.8,1,Assam,-1
35.6,154.5,5.9,8.7,6.9,164.8,0,Assam,-1
34.2,118.4,13.6,8.3,3.7,129.1,1,Assam,-1
47.4,146.7,15.1,8.0,5.1,150.5,1,Assam,-1
31.4,144.5,22.6,12.6,6.7,144.7,0,Bhuttan,+1
43.9,135.7,13.1,11.3,6.8,136.0,1,Bhuttan,+1
60.3,147.2,5.2,11.7,4.0,150.3,1,Bhuttan,+1
41.4,127.7,10.4,10.1,5.0,130.6,0,Bhuttan,+1
63.9,137.5,7.7,8.5,4.8,142.5,1,Assam,-1
53.0,153.1,15.1,6.8,4.5,159.0,1,Assam,-1
65.1,148.9,10.4,9.8,6.0,154.9,0,Assam,-1
13.3,145.8,6.1,6.5,3.7,154.0,0,Assam,-1
62.0,156.6,11.2,12.4,5.4,154.9,1,Bhuttan,+1
29.5,142.2,2.4,9.1,7.4,148.5,1,Bhuttan,+1
39.5,144.7,3.4,8.1,6.8,148.3,0,Bhuttan,+1
35.7,140.3,6.3,8.6,6.4,141.4,1,Bhuttan,+1
64.3,166.4,8.9,6.3,6.1,172.0,0,Assam,-1
41.5,153.2,9.0,9.2,5.2,159.5,0,Assam,-1
46.8,166.2,10.5,6.1,6.0,169.9,0,Assam,-1
56.1,146.2,17.5,5.1,3.6,154.4,0,Assam,-1
43.7,149.7,9.3,7.5,5.2,157.3,0,Assam,-1
51.1,168.0,5.9,10.6,4.5,172.1,1,Bhuttan,+1
27.3,135.7,9.7,9.2,5.1,139.9,0,Bhuttan,+1
37.2,148.6,5.8,7.7,6.7,152.1,1,Bhuttan,+1
42.6,141.8,14.6,9.0,4.1,148.4,0,Assam,-1
57.4,129.4,12.4,5.0,4.4,138.5,1,Assam,-1
29.1,143.1,5.5,8.6,5.2,147.4,1,Bhuttan,+1
63.4,141.1,3.8,10.1,4.8,143.8,1,Bhuttan,+1
57.4,150.2,13.8,8.1,5.0,155.9,0,Assam,-1
59.8,151.0,18.4,11.4,4.9,156.0,1,Assam,-1
45.8,150.6,12.1,7.3,6.9,153.6,1,Bhuttan,+1
53.3,135.3,7.9,9.0,5.6,140.0,1,Assam,-1
72.5,145.3,13.6,5.7,4.1,150.5,0,Assam,-1
73.7,157.0,12.6,8.7,5.4,160.9,0,Assam,-1
50.0,138.2,8.8,9.0,4.2,144.9,0,Assam,-1
71.3,158.0,5.6,5.9,6.3,161.9,0,Assam,-1
39.0,162.9,15.3,8.8,4.6,168.1,1,Assam,-1
50.6,153.1,4.4,13.2,7.2,155.4,1,Bhuttan,+1
48.0,152.5,9.0,11.2,7.8,154.0,0,Bhuttan,+1
45.8,169.8,18.0,9.2,5.2,174.0,1,Bhuttan,+1
25.5,136.1,-1.1,9.7,3.8,139.2,0,Bhuttan,+1
36.0,126.7,7.9,8.0,7.6,129.5,1,Bhuttan,+1
32.0,139.4,11.8,6.6,3.7,145.3,1,Assam,-1
59.5,137.4,16.1,7.5,3.9,142.9,1,Assam,-1
36.4,134.5,10.9,7.0,7.0,140.7,0,Bhuttan,+1
43.8,132.5,11.3,9.6,4.0,138.6,0,Assam,-1
26.3,148.7,7.3,6.7,5.1,152.7,0,Assam,-1
36.3,144.1,9.7,11.4,5.9,148.1,1,Bhuttan,+1
44.9,145.2,-5.9,11.4,6.1,146.6,1,Bhuttan,+1
39.3,140.1,16.6,7.6,4.5,146.8,0,Assam,-1
60.1,148.7,8.7,13.6,6.3,151.2,1,Bhuttan,+1
42.9,142.1,11.1,9.4,5.2,147.5,0,Assam,-1
47.7,144.2,10.1,9.5,5.8,148.2,1,Bhuttan,+1
44.2,147.4,11.9,10.8,6.7,146.9,0,Bhuttan,+1
42.2,146.1,10.1,5.6,4.3,146.4,1,Bhuttan,+1
43.9,141.0,8.7,6.6,4.4,143.9,0,Assam,-1
47.9,141.7,12.7,10.7,6.1,144.7,1,Bhuttan,+1
49.3,132.8,10.6,8.1,6.4,135.3,1,Assam,-1
36.7,136.2,2.2,7.8,7.4,136.1,0,Bhuttan,+1
54.0,137.8,10.0,10.1,4.0,141.6,1,Assam,-1
54.0,136.8,7.2,12.0,6.8,136.5,0,Bhuttan,+1
48.9,145.5,12.9,6.4,6.7,153.4,0,Assam,-1
45.7,141.7,12.1,8.3,5.4,144.8,1,Bhuttan,+1
32.9,142.9,7.9,7.7,5.7,148.0,1,Bhuttan,+1
46.7,118.4,5.6,12.1,5.6,123.8,0,Bhuttan,+1
42.5,151.1,5.2,9.0,4.7,158.5,0,Assam,-1
32.8,148.6,8.2,10.1,5.9,150.8,1,Bhuttan,+1
40.7,127.7,13.8,5.5,4.2,132.9,1,Assam,-1
42.1,151.9,26.7,9.6,6.1,158.6,0,Bhuttan,+1
44.9,133.6,14.3,5.9,6.3,137.7,1,Assam,-1
44.9,130.8,12.5,12.2,3.4,140.4,0,Assam,-1
38.9,142.2,13.7,7.2,7.8,141.6,1,Bhuttan,+1
29.1,140.4,17.5,7.5,4.1,148.7,1,Assam,-1
47.6,149.7,14.0,7.2,5.5,151.1,1,Bhuttan,+1
41.0,149.5,9.8,9.9,5.4,152.0,1,Bhuttan,+1
48.6,153.7,15.6,4.8,5.5,154.3,0,Bhuttan,+1
39.6,170.8,14.5,5.2,4.9,175.2,0,Assam,-1
53.2,153.9,8.9,6.7,5.9,161.4,0,Assam,-1
47.7,141.9,11.0,5.8,6.0,148.8,0,Assam,-1
57.4,161.0,12.5,10.5,5.7,164.2,0,Assam,-1
44.5,143.7,19.6,11.3,6.2,148.2,1,Bhuttan,+1
74.2,148.7,12.9,9.6,5.7,156.3,0,Assam,-1
51.5,140.6,12.0,6.3,5.1,145.0,0,Assam,-1
26.8,128.3,4.0,10.5,5.9,131.0,0,Bhuttan,+1
47.0,134.8,12.4,8.1,5.8,137.5,1,Assam,-1
50.3,140.3,11.6,7.6,5.4,146.5,0,Assam,-1
29.4,138.3,11.2,13.2,6.6,142.7,1,Bhuttan,+1
47.7,145.7,12.1,11.7,5.6,148.4,1,Bhuttan,+1
56.8,136.8,10.2,5.6,4.7,142.4,0,Assam,-1
46.3,134.3,6.7,12.6,4.9,137.8,0,Bhuttan,+1
50.7,144.6,9.7,6.0,5.3,153.2,0,Assam,-1
38.7,134.8,0.7,9.8,5.0,131.4,0,Bhuttan,+1
53.6,159.1,8.7,8.9,5.6,159.7,1,Bhuttan,+1
54.7,156.1,14.4,9.1,3.5,160.4,0,Assam,-1
55.1,159.2,14.9,7.7,3.6,164.0,1,Assam,-1
65.3,160.6,12.7,6.5,4.8,166.3,0,Assam,-1
42.5,142.6,14.4,8.8,5.4,151.2,0,Assam,-1
49.0,161.3,1.0,11.9,5.9,160.5,1,Bhuttan,+1
27.4,151.7,11.4,12.2,4.3,150.8,1,Bhuttan,+1
49.8,152.4,18.0,9.5,6.1,154.9,0,Bhuttan,+1
69.4,156.0,7.2,8.9,8.7,159.5,0,Bhuttan,+1
33.4,146.1,13.4,9.7,5.9,148.1,1,Bhuttan,+1
41.7,136.0,15.7,14.0,6.8,138.1,0,Bhuttan,+1
73.4,150.4,4.9,8.8,4.7,152.2,1,Bhuttan,+1
49.3,124.5,15.0,9.0,5.0,129.3,1,Assam,-1
42.5,129.3,6.8,9.9,5.6,133.4,0,Bhuttan,+1
39.1,140.1,8.9,8.2,4.4,145.2,0,Assam,-1
58.7,147.7,15.7,9.5,4.0,153.4,0,Assam,-1
56.5,153.6,7.4,8.2,4.6,155.3,1,Bhuttan,+1
44.7,145.3,3.8,13.8,5.7,147.3,1,Bhuttan,+1
19.8,141.2,4.5,8.5,4.8,144.1,0,Assam,-1
54.1,136.0,11.5,9.8,4.4,142.5,1,Assam,-1
21.7,145.8,11.2,10.1,5.7,151.0,0,Assam,-1
49.7,141.5,4.2,8.3,6.7,146.6,0,Bhuttan,+1
50.2,132.4,4.3,11.1,5.3,137.1,0,Bhuttan,+1
42.3,138.5,12.9,11.2,4.6,141.2,1,Bhuttan,+1
38.4,125.9,11.1,7.2,3.4,133.8,0,Assam,-1
49.2,154.3,10.5,10.7,5.1,157.2,1,Bhuttan,+1
50.8,148.4,12.8,7.5,2.9,153.4,1,Assam,-1
38.6,149.4,11.0,7.0,5.4,154.9,0,Assam,-1
27.8,138.1,12.4,8.0,7.0,137.3,0,Bhuttan,+1
61.3,133.1,12.1,7.9,6.3,137.2,1,Assam,-1
43.8,150.1,17.7,13.6,6.4,154.6,0,Bhuttan,+1
49.3,158.7,2.5,9.1,7.6,159.3,0,Bhuttan,+1
37.1,144.1,5.4,10.0,6.1,146.7,1,Bhuttan,+1
63.3,140.9,5.2,9.9,6.8,145.4,1,Bhuttan,+1
35.7,156.5,21.6,8.1,4.3,166.8,1,Assam,-1
55.2,155.6,12.9,4.9,4.6,162.1,0,Assam,-1
60.8,148.0,16.5,5.5,3.7,153.6,0,Assam,-1
64.4,141.3,16.2,6.2,4.3,147.4,0,Assam,-1
